,ID,PA,PB,PC,PD,PE,PF,PG
513,PR40514,11135390,11910,22008,19341,24743,9789,11838
514,PR40515,11178351,11957,22093,19417,24838,9827,11884
515,PR40516,11221411,12003,22179,19492,24934,9865,11930
516,PR40517,11264562,12050,22265,19568,25029,9904,11976
517,PR40518,11307811,12096,22351,19643,25125,9942,12022
518,PR40519,11351157,12143,22438,19719,25221,9980,12069
519,PR40520,11394587,12190,22524,19795,25317,10019,12115
520,PR40521,11438111,12237,22611,19871,25413,10057,12162
521,PR40522,11481725,12284,22698,19948,25510,10096,12209
522,PR40523,11525431,12331,22785,20024,25606,10135,12255
523,PR40524,11569227,12378,22872,20101,25703,10173,12302
524,PR40525,11613113,12425,22959,20177,25800,10212,12349
525,PR40526,11657085,12473,23046,20254,25897,10251,12396
526,PR40527,11701142,12520,23134,20331,25994,10290,12443
527,PR40528,11745275,12567,23222,20408,26092,10329,12491
528,PR40529,11789493,12615,23310,20486,26189,10368,12538
529,PR40530,11833794,12663,23398,20563,26287,10408,12585
530,PR40531,11878176,12711,23486,20641,26385,10447,12633
531,PR40532,11922641,12758,23575,20718,26483,10486,12681
532,PR40533,11967187,12806,23663,20796,26581,10526,12728
533,PR40534,12011813,12854,23752,20874,26680,10565,12776
534,PR40535,12056537,12903,23841,20953,26778,10605,12824
535,PR40536,12101341,12951,23930,21031,26877,10644,12872
536,PR40537,12146225,12999,24020,21109,26976,10684,12920
537,PR40538,12191189,13048,24109,21188,27075,10724,12968
538,PR40539,12236231,13096,24199,21267,27174,10764,13016
539,PR40540,12281353,13145,24288,21346,27274,10804,13064
540,PR40541,12326554,13193,24378,21425,27374,10844,13113
541,PR40542,12371834,13242,24469,21504,27473,10884,13161
542,PR40543,12417192,13291,24559,21583,27573,10924,13210
543,PR40544,12462629,13340,24649,21663,27673,10964,13259
544,PR40545,12508147,13389,24740,21742,27774,11004,13307
545,PR40546,12553753,13438,24831,21822,27874,11045,13356
546,PR40547,12599452,13487,24922,21902,27975,11085,13405
547,PR40548,12645243,13537,25013,21982,28076,11126,13454
548,PR40549,12691120,13586,25104,22062,28177,11166,13503
549,PR40550,12737091,13636,25195,22143,28278,11207,13552
550,PR40551,12783158,13685,25287,22223,28380,11248,13602
551,PR40552,12829312,13735,25379,22304,28481,11289,13651
552,PR40553,12875565,13785,25471,22385,28583,11330,13700
553,PR40554,12921908,13834,25563,22466,28685,11371,13750
554,PR40555,12968349,13884,25655,22547,28788,11412,13800
555,PR40556,13014880,13934,25748,22628,28890,11453,13849
556,PR40557,13061510,13985,25840,22709,28993,11494,13899
557,PR40558,13108238,14035,25933,22791,29096,11535,13949
558,PR40559,13155054,14085,26026,22873,29199,11577,13999
559,PR40560,13201947,14136,26119,22955,29302,11618,14049
560,PR40561,13248918,14186,26212,23037,29406,11660,14099
561,PR40562,13295966,14237,26306,23119,29509,11701,14150
562,PR40563,13343093,14287,26400,23201,29613,11743,14200
563,PR40564,13390297,14338,26493,23283,29717,11784,14250
564,PR40565,13437579,14389,26587,23366,29821,11826,14301
565,PR40566,13484939,14440,26681,23449,29926,11868,14352
566,PR40567,13532377,14491,26776,23532,30030,11910,14402
567,PR40568,13579898,14542,26870,23615,30135,11952,14453
568,PR40569,13627501,14593,26965,23698,30240,11994,14504
569,PR40570,13675181,14644,27060,23781,30345,12036,14555
570,PR40571,13722946,14696,27154,23864,30450,12079,14606
571,PR40572,13770797,14747,27250,23948,30555,12121,14657
572,PR40573,13818739,14799,27345,24032,30661,12163,14708
573,PR40574,13866775,14850,27440,24116,30767,12206,14760
574,PR40575,13914899,14902,27536,24200,30873,12248,14811
575,PR40576,13963118,14954,27632,24284,30979,12291,14863
576,PR40577,14011425,15006,27728,24368,31086,12334,14914
577,PR40578,14059827,15058,27824,24453,31192,12376,14966
578,PR40579,14108307,15110,27920,24537,31299,12419,15018
579,PR40580,14156866,15162,28016,24622,31406,12462,15070
580,PR40581,14205507,15215,28113,24707,31513,12505,15122
581,PR40582,14254229,15267,28210,24792,31621,12548,15174
582,PR40583,14303035,15319,28307,24877,31728,12591,15226
583,PR40584,14351928,15372,28404,24962,31836,12634,15278
584,PR40585,14400908,15425,28501,25048,31944,12678,15330
585,PR40586,14449976,15477,28599,25134,32052,12721,15383
586,PR40587,14499131,15530,28696,25219,32160,12764,15435
587,PR40588,14548377,15583,28794,25305,32268,12808,15488
588,PR40589,14597713,15636,28892,25391,32377,12851,15541
589,PR40590,14647134,15689,28990,25478,32486,12895,15593
590,PR40591,14696649,15742,29088,25564,32595,12939,15646
591,PR40592,14746260,15796,29187,25650,32704,12983,15699
592,PR40593,14795967,15849,29285,25737,32813,13026,15752
593,PR40594,14845772,15903,29384,25824,32923,13070,15805
594,PR40595,14895666,15956,29483,25911,33033,13114,15859
595,PR40596,14945657,16010,29582,25998,33143,13158,15912
596,PR40597,14995745,16063,29681,26085,33253,13203,15965
597,PR40598,15045923,16117,29781,26173,33364,13247,16019
598,PR40599,15096197,16171,29881,26260,33474,13291,16072
599,PR40600,15146568,16225,29980,26348,33585,13336,16126
600,PR40601,15197034,16279,30080,26436,33696,13380,16180
601,PR40602,15247585,16333,30180,26524,33807,13425,16234
602,PR40603,15298229,16388,30281,26612,33918,13469,16288
603,PR40604,15348956,16442,30381,26700,34030,13514,16342
604,PR40605,15399775,16496,30482,26788,34142,13559,16396
605,PR40606,15450677,16551,30582,26877,34254,13603,16450
606,PR40607,15501671,16606,30683,26966,34366,13648,16504
607,PR40608,15552755,16660,30784,27055,34478,13693,16559
608,PR40609,15603929,16715,30886,27144,34591,13738,16613
609,PR40610,15655192,16770,30987,27233,34703,13783,16668
610,PR40611,15706544,16825,31089,27322,34816,13829,16722
611,PR40612,15757984,16880,31190,27411,34929,13874,16777
612,PR40613,15809503,16935,31292,27501,35042,13919,16832
613,PR40614,15861110,16991,31395,27591,35156,13965,16887
614,PR40615,15912796,17046,31497,27681,35269,14010,16942
615,PR40616,15964569,17101,31599,27771,35383,14056,16997
616,PR40617,16016429,17157,31702,27861,35497,14101,17052
617,PR40618,16068375,17212,31805,27951,35611,14147,17107
618,PR40619,16120407,17268,31907,28042,35725,14193,17163
619,PR40620,16172516,17324,32011,28132,35840,14239,17218
620,PR40621,16224711,17380,32114,28223,35954,14285,17274
621,PR40622,16276991,17436,32217,28314,36069,14331,17329
622,PR40623,16329358,17492,32321,28405,36184,14377,17385
623,PR40624,16381809,17548,32425,28496,36299,14423,17441
624,PR40625,16434336,17604,32529,28587,36415,14469,17497
625,PR40626,16486948,17661,32633,28679,36530,14515,17553
626,PR40627,16539644,17717,32737,28770,36646,14562,17609
627,PR40628,16592425,17774,32841,28862,36762,14608,17665
628,PR40629,16645289,17830,32946,28954,36878,14655,17721
629,PR40630,16698231,17887,33051,29046,36994,14701,17778
630,PR40631,16751257,17944,33156,29138,37110,14748,17834
631,PR40632,16804366,18001,33261,29231,37227,14795,17891
632,PR40633,16857550,18057,33366,29323,37344,14842,17947
633,PR40634,16910818,18115,33471,29416,37461,14888,18004
634,PR40635,16964168,18172,33577,29509,37578,14935,18061
635,PR40636,17017600,18229,33683,29602,37695,14982,18118
636,PR40637,17071114,18286,33789,29695,37813,15030,18175
637,PR40638,17124710,18344,33895,29788,37930,15077,18232
638,PR40639,17178390,18401,34001,29881,38048,15124,18289
639,PR40640,17232152,18459,34107,29975,38166,15171,18346
640,PR40641,17285988,18516,34214,30069,38284,15219,18403
641,PR40642,17339908,18574,34321,30162,38402,15266,18461
642,PR40643,17393910,18632,34428,30256,38521,15314,18518
643,PR40644,17447988,18690,34535,30350,38640,15361,18576
644,PR40645,17502148,18748,34642,30445,38758,15409,18634
645,PR40646,17556390,18806,34749,30539,38877,15457,18691
646,PR40647,17610708,18864,34857,30634,38997,15505,18749
647,PR40648,17665110,18923,34965,30728,39116,15553,18807
648,PR40649,17719596,18981,35073,30823,39236,15601,18865
649,PR40650,17774168,19040,35181,30918,39355,15649,18923
650,PR40651,17828826,19098,35289,31013,39475,15697,18982
651,PR40652,17883570,19157,35397,31109,39596,15745,19040
652,PR40653,17938400,19216,35506,31204,39716,15793,19098
653,PR40654,17993310,19275,35615,31300,39836,15842,19157
654,PR40655,18048308,19333,35724,31395,39957,15890,19215
655,PR40656,18103388,19393,35833,31491,40078,15939,19274
656,PR40657,18158558,19452,35942,31587,40199,15987,19333
657,PR40658,18213808,19511,36051,31683,40321,16036,19392
658,PR40659,18269150,19570,36161,31780,40442,16085,19451
659,PR40660,18324574,19630,36271,31876,40564,16134,19510
660,PR40661,18380090,19689,36381,31973,40686,16183,19569
661,PR40662,18435690,19749,36491,32069,40808,16232,19628
662,PR40663,18491382,19808,36601,32166,40931,16281,19687
663,PR40664,18547158,19868,36711,32263,41053,16330,19747
664,PR40665,18603028,19928,36822,32361,41176,16379,19806
665,PR40666,18658982,19988,36933,32458,41299,16428,19866
666,PR40667,18715030,20048,37044,32555,41422,16477,19925
667,PR40668,18771174,20108,37155,32653,41546,16527,19985
668,PR40669,18827412,20168,37266,32751,41669,16576,20045
669,PR40670,18883746,20228,37377,32849,41793,16626,20105
670,PR40671,18940168,20289,37489,32947,41917,16676,20165
671,PR40672,18996686,20349,37601,33045,42041,16725,20225
672,PR40673,19053294,20410,37713,33143,42166,16775,20285
673,PR40674,19110000,20471,37825,33242,42291,16825,20346
674,PR40675,19166804,20531,37937,33340,42416,16875,20406
675,PR40676,19223696,20592,38049,33439,42541,16925,20466
676,PR40677,19280686,20653,38162,33538,42666,16975,20527
677,PR40678,19337774,20714,38275,33637,42791,17025,20588
678,PR40679,19394960,20775,38388,33736,42917,17075,20648
679,PR40680,19452234,20836,38501,33836,43043,17126,20709
680,PR40681,19509606,20898,38614,33935,43169,17176,20770
681,PR40682,19567076,20959,38727,34035,43295,17226,20831
682,PR40683,19624634,21020,38841,34135,43422,17277,20892
683,PR40684,19682282,21082,38955,34235,43548,17327,20953
684,PR40685,19740026,21144,39068,34335,43675,17378,21015
685,PR40686,19797866,21205,39183,34435,43802,17429,21076
686,PR40687,19855792,21267,39297,34536,43929,17480,21137
687,PR40688,19913814,21329,39411,34636,44057,17531,21199
688,PR40689,19971930,21391,39526,34737,44184,17582,21261
689,PR40690,20030134,21453,39640,34838,44312,17633,21322
690,PR40691,20088432,21515,39755,34939,44440,17684,21384
691,PR40692,20146816,21578,39870,35040,44568,17735,21446
692,PR40693,20205292,21640,39986,35141,44697,17786,21508
693,PR40694,20263860,21703,40101,35242,44825,17837,21570
694,PR40695,20322520,21765,40217,35344,44954,17889,21632
695,PR40696,20381270,21828,40332,35446,45083,17940,21694
696,PR40697,20440110,21890,40448,35548,45212,17992,21757
697,PR40698,20499040,21953,40564,35650,45341,18044,21819
698,PR40699,20558058,22016,40681,35752,45471,18095,21882
699,PR40700,20617166,22079,40797,35854,45600,18147,21944
700,PR40701,20676362,22142,40914,35956,45730,18199,22007
701,PR40702,20735642,22205,41030,36059,45860,18251,22070
702,PR40703,20795010,22269,41147,36162,45990,18303,22133
703,PR40704,20854456,22332,41264,36265,46120,18355,22196
704,PR40705,20913990,22395,41381,36368,46251,18407,22259
705,PR40706,20973604,22459,41499,36471,46381,18459,22322
706,PR40707,21033304,22523,41616,36574,46512,18512,22385
707,PR40708,21093090,22586,41734,36678,46643,18564,22448
708,PR40709,21152960,22650,41852,36781,46774,18616,22512
709,PR40710,21212916,22714,41970,36885,46905,18669,22575
710,PR40711,21272948,22778,42088,36989,47037,18721,22639
711,PR40712,21333066,22842,42207,37093,47169,18774,22703
712,PR40713,21393268,22906,42325,37197,47301,18827,22766
713,PR40714,21453554,22971,42444,37301,47433,18880,22830
714,PR40715,21513924,23035,42563,37406,47565,18933,22894
715,PR40716,21574372,23099,42682,37511,47697,18986,22958
716,PR40717,21634904,23164,42801,37615,47830,19039,23022
717,PR40718,21695520,23228,42921,37720,47962,19092,23087
718,PR40719,21756218,23293,43040,37825,48095,19145,23151
719,PR40720,21817000,23358,43160,37931,48228,19198,23215
720,PR40721,21877860,23423,43280,38036,48362,19251,23280
721,PR40722,21938804,23488,43400,38141,48495,19305,23344
722,PR40723,21999830,23553,43520,38247,48629,19358,23409
723,PR40724,22060930,23618,43640,38353,48762,19412,23474
724,PR40725,22122114,23683,43761,38459,48896,19465,23539
725,PR40726,22183380,23749,43882,38565,49030,19519,23604
726,PR40727,22244728,23814,44003,38671,49165,19573,23669
727,PR40728,22306158,23880,44124,38778,49299,19627,23734
728,PR40729,22367668,23945,44245,38884,49434,19681,23799
729,PR40730,22429260,24011,44366,38991,49569,19735,23864
730,PR40731,22490932,24077,44488,39098,49704,19789,23930
731,PR40732,22552686,24142,44609,39205,49839,19843,23995
732,PR40733,22614520,24208,44731,39312,49974,19897,24061
733,PR40734,22676434,24275,44853,39419,50109,19951,24126
734,PR40735,22738430,24341,44976,39526,50245,20006,24192
735,PR40736,22800506,24407,45098,39634,50381,20060,24258
736,PR40737,22862662,24473,45221,39742,50517,20115,24324
737,PR40738,22924898,24540,45343,39849,50653,20169,24390
738,PR40739,22987206,24606,45466,39957,50789,20224,24456
739,PR40740,23049594,24673,45589,40066,50926,20279,24522
740,PR40741,23112062,24739,45712,40174,51062,20334,24588
741,PR40742,23174602,24806,45836,40282,51199,20388,24655
742,PR40743,23237222,24873,45959,40391,51336,20443,24721
743,PR40744,23299924,24940,46083,40500,51473,20498,24788
744,PR40745,23362700,25007,46207,40608,51611,20554,24854
745,PR40746,23425558,25074,46331,40717,51748,20609,24921
746,PR40747,23488500,25141,46455,40827,51886,20664,24988
747,PR40748,23551526,25209,46580,40936,52024,20719,25055
748,PR40749,23614636,25276,46704,41045,52162,20775,25122
749,PR40750,23677822,25344,46829,41155,52300,20830,25189
750,PR40751,23741094,25411,46954,41265,52439,20886,25256
751,PR40752,23804444,25479,47079,41375,52577,20941,25323
752,PR40753,23867882,25547,47204,41485,52716,20997,25391
753,PR40754,23931398,25614,47329,41595,52855,21053,25458
754,PR40755,23995002,25682,47455,41705,52995,21109,25526
755,PR40756,24058690,25750,47581,41816,53134,21165,25593
756,PR40757,24122468,25819,47707,41926,53274,21221,25661
757,PR40758,24186334,25887,47833,42037,53414,21277,25729
758,PR40759,24250292,25955,47959,42148,53554,21333,25797
759,PR40760,24314340,26024,48085,42259,53694,21389,25865
760,PR40761,24378480,26092,48212,42370,53834,21445,25933
761,PR40762,24442712,26161,48338,42482,53975,21502,26001
762,PR40763,24507038,26229,48465,42593,54116,21558,26069
763,PR40764,24571450,26298,48592,42705,54257,21615,26137
764,PR40765,24635958,26367,48720,42817,54398,21671,26206
765,PR40766,24700552,26436,48847,42929,54539,21728,26274
766,PR40767,24765240,26505,48974,43041,54681,21785,26343
767,PR40768,24830014,26574,49102,43153,54823,21841,26412
768,PR40769,24894886,26643,49230,43265,54965,21898,26480
769,PR40770,24959854,26712,49358,43378,55107,21955,26549
770,PR40771,25024908,26782,49486,43490,55249,22012,26618
771,PR40772,25090058,26851,49615,43603,55392,22069,26687
772,PR40773,25155294,26921,49743,43716,55534,22126,26756
773,PR40774,25220626,26990,49872,43829,55677,22184,26826
774,PR40775,25286054,27060,50001,43943,55821,22241,26895
775,PR40776,25351570,27130,50130,44056,55964,22298,26964
776,PR40777,25417180,27200,50259,44169,56108,22356,27034
777,PR40778,25482876,27270,50388,44283,56251,22413,27103
778,PR40779,25548666,27340,50518,44397,56395,22471,27173
779,PR40780,25614550,27410,50648,44511,56539,22529,27243
780,PR40781,25680520,27481,50777,44625,56684,22587,27313
781,PR40782,25746584,27551,50907,44739,56828,22644,27383
782,PR40783,25812732,27621,51038,44854,56973,22702,27453
783,PR40784,25878972,27692,51168,44968,57118,22760,27523
784,PR40785,25945294,27763,51299,45083,57263,22818,27593
785,PR40786,26011708,27833,51429,45198,57408,22876,27663
786,PR40787,26078202,27904,51560,45313,57554,22935,27734
787,PR40788,26144788,27975,51691,45428,57699,22993,27804
788,PR40789,26211454,28046,51822,45543,57845,23051,27875
789,PR40790,26278210,28117,51954,45659,57991,23110,27945
790,PR40791,26345054,28188,52085,45774,58137,23168,28016
791,PR40792,26411986,28260,52217,45890,58283,23227,28087
792,PR40793,26479006,28331,52349,46006,58430,23286,28158
793,PR40794,26546110,28402,52481,46122,58577,23344,28229
794,PR40795,26613300,28474,52613,46238,58723,23403,28300
795,PR40796,26680576,28546,52745,46355,58870,23462,28371
796,PR40797,26747938,28617,52878,46471,59017,23521,28443
797,PR40798,26815386,28689,53011,46588,59164,23580,28514
798,PR40799,26882910,28761,53143,46704,59312,23639,28585
799,PR40800,26950518,28833,53276,46821,59460,23698,28657
800,PR40801,27018210,28905,53410,46938,59607,23757,28729
801,PR40802,27085988,28977,53543,47056,59755,23817,28800
802,PR40803,27153848,29050,53677,47173,59903,23876,28872
803,PR40804,27221784,29122,53810,47290,60051,23936,28944
804,PR40805,27289804,29194,53944,47408,60200,23995,29016
805,PR40806,27357906,29267,54078,47526,60348,24055,29088
806,PR40807,27426084,29340,54212,47644,60497,24114,29160
807,PR40808,27494344,29412,54347,47762,60646,24174,29233
808,PR40809,27562686,29485,54481,47880,60795,24234,29305
809,PR40810,27631110,29558,54616,47999,60945,24294,29377
810,PR40811,27699618,29631,54751,48117,61094,24354,29450
811,PR40812,27768208,29704,54886,48236,61244,24414,29523
812,PR40813,27836880,29777,55021,48354,61393,24474,29595
813,PR40814,27905634,29850,55156,48473,61543,24534,29668
814,PR40815,27974470,29924,55292,48593,61693,24595,29741
815,PR40816,28043388,29997,55428,48712,61843,24655,29814
816,PR40817,28112388,30071,55563,48831,61994,24715,29887
817,PR40818,28181470,30144,55699,48951,62144,24776,29960
818,PR40819,28250632,30218,55836,49070,62295,24837,30034
819,PR40820,28319876,30292,55972,49190,62446,24897,30107
820,PR40821,28389200,30366,56108,49310,62597,24958,30180
821,PR40822,28458606,30440,56245,49430,62748,25019,30254
822,PR40823,28528094,30514,56382,49551,62900,25080,30327
823,PR40824,28597662,30588,56519,49671,63051,25141,30401
824,PR40825,28667310,30662,56656,49792,63203,25202,30475
825,PR40826,28737034,30736,56794,49912,63355,25263,30549
826,PR40827,28806838,30811,56931,50033,63507,25324,30623
827,PR40828,28876722,30885,57069,50154,63659,25385,30697
828,PR40829,28946686,30960,57207,50275,63811,25446,30771
829,PR40830,29016722,31035,57345,50397,63964,25508,30845
830,PR40831,29086840,31109,57483,50518,64116,25569,30920
831,PR40832,29157036,31184,57621,50640,64269,25631,30994
832,PR40833,29227312,31259,57760,50761,64422,25692,31068
833,PR40834,29297668,31334,57898,50883,64576,25754,31143
834,PR40835,29368104,31410,58037,51005,64729,25816,31218
835,PR40836,29438618,31485,58176,51127,64883,25878,31293
836,PR40837,29509212,31560,58315,51250,65036,25940,31367
837,PR40838,29579886,31635,58455,51372,65190,26002,31442
838,PR40839,29650640,31711,58594,51495,65344,26064,31517
839,PR40840,29721476,31787,58734,51618,65498,26126,31593
840,PR40841,29792392,31862,58874,51740,65653,26188,31668
841,PR40842,29863390,31938,59014,51863,65807,26250,31743
842,PR40843,29934470,32014,59154,51987,65962,26313,31818
843,PR40844,30005630,32090,59294,52110,66117,26375,31894
844,PR40845,30076874,32166,59435,52234,66272,26438,31970
845,PR40846,30148200,32242,59575,52357,66427,26500,32045
846,PR40847,30219608,32318,59716,52481,66582,26563,32121
847,PR40848,30291100,32395,59857,52605,66738,26625,32197
848,PR40849,30362676,32471,59998,52729,66893,26688,32273
849,PR40850,30434330,32547,60140,52853,67049,26751,32349
850,PR40851,30506068,32624,60281,52977,67205,26814,32425
851,PR40852,30577886,32701,60423,53102,67361,26877,32501
852,PR40853,30649790,32777,60565,53227,67518,26940,32577
853,PR40854,30721774,32854,60707,53351,67674,27003,32654
854,PR40855,30793848,32931,60849,53476,67831,27067,32730
855,PR40856,30866002,33008,60991,53601,67988,27130,32807
856,PR40857,30938248,33085,61134,53727,68145,27193,32883
857,PR40858,31010576,33163,61277,53852,68303,27257,32960
858,PR40859,31082994,33240,61419,53978,68460,27320,33037
859,PR40860,31155496,33317,61562,54103,68618,27384,33114
860,PR40861,31228090,33395,61706,54229,68776,27448,33191
861,PR40862,31300768,33472,61849,54355,68934,27511,33268
862,PR40863,31373538,33550,61992,54481,69092,27575,33345
863,PR40864,31446392,33628,62136,54607,69251,27639,33423
864,PR40865,31519338,33706,62280,54734,69410,27703,33500
865,PR40866,31592368,33784,62424,54860,69569,27767,33577
866,PR40867,31665492,33862,62568,54987,69728,27831,33655
